EVENT_ID,CUSTOMER_ID,SESSION_ID,EVENT_TIMESTAMP,EVENT_TYPE,PAGE_NAME,DEVICE_TYPE,SESSION_DURATION_SEC,CONVERTED
adfc197c-bd95-4b62-af52-64d4daa49b01,CUST_01449,93c3ea47-e408-410b-b6e7-a99d409779b1,2025-08-11 05:40:07,page_view,account,mobile,79,False
08ec41c1-0891-4a8a-9e53-cc2514d00071,CUST_00556,a4a17ccb-72ec-46bd-95e7-2c4490b55315,2025-08-11 06:32:48,page_view,home,mobile,205,False
768adf07-ecea-43a0-a573-47af4ac1b9d9,CUST_00556,a4a17ccb-72ec-46bd-95e7-2c4490b55315,2025-08-11 06:34:05,search,search_results,mobile,205,False
b56a9d9f-af52-410e-a509-38b433f79133,CUST_00556,a4a17ccb-72ec-46bd-95e7-2c4490b55315,2025-08-11 06:35:57,scroll,product_detail,mobile,205,False
294b1fc0-7252-4815-936d-8533682aaf06,CUST_00556,a4a17ccb-72ec-46bd-95e7-2c4490b55315,2025-08-11 06:36:13,add_to_cart,cart,mobile,205,False
3879665c-eba2-419a-87d2-ec6293fca152,CUST_01043,198e7694-4c95-4a8b-a85f-d94e7b081af4,2025-08-11 07:04:48,page_view,home,mobile,37,False
bbfa408f-9c44-4e8e-9489-c1ed3af68f0f,CUST_01218,520ef3db-407a-4a60-90ba-7afdf4742d8c,2025-08-11 07:09:48,page_view,home,desktop,141,False
9e95896f-b853-4404-9ebc-1d3b25b2cdb4,CUST_01218,520ef3db-407a-4a60-90ba-7afdf4742d8c,2025-08-11 07:10:22,click,product_listing,desktop,141,False
d1ef5876-b66c-4e9f-a819-f81bf8fbb82e,CUST_01218,520ef3db-407a-4a60-90ba-7afdf4742d8c,2025-08-11 07:11:56,click,product_detail,desktop,141,False
2f2767d7-515c-49f8-9ca4-c34afddb06bc,CUST_01218,520ef3db-407a-4a60-90ba-7afdf4742d8c,2025-08-11 07:12:09,add_to_cart,cart,desktop,141,False
3fc5af8c-5448-4e12-bd5b-883bd558bc8e,CUST_00828,9a181f6f-8317-4329-94c2-74a9807c0216,2025-08-11 07:26:48,page_view,home,tablet,237,False
681d79fb-d5aa-48ea-a8d6-2474697eafb9,CUST_00828,9a181f6f-8317-4329-94c2-74a9807c0216,2025-08-11 07:27:58,page_view,product_listing,tablet,237,False
4b70e93b-907c-46bb-a843-f20d2759e4ae,CUST_00828,9a181f6f-8317-4329-94c2-74a9807c0216,2025-08-11 07:28:54,click,product_detail,tablet,237,False
d0eefffb-dac3-4e15-b04b-5e4dfb70fe50,CUST_00828,9a181f6f-8317-4329-94c2-74a9807c0216,2025-08-11 07:30:38,scroll,product_detail,tablet,237,False
0477b06e-6776-4b9c-bebf-2e44529677fa,CUST_00828,9a181f6f-8317-4329-94c2-74a9807c0216,2025-08-11 07:30:45,add_to_cart,cart,tablet,237,False
7ca069fc-4d5d-49d5-9cc0-f313dc35f64d,CUST_00381,dfc118b1-551c-4b5c-96bb-3d17cf7014db,2025-08-11 08:15:48,page_view,home,mobile,248,False
0d9fa533-8c98-4e00-b164-9cd353c93695,CUST_00381,dfc118b1-551c-4b5c-96bb-3d17cf7014db,2025-08-11 08:16:49,page_view,product_listing,mobile,248,False
7c22443f-1c40-41ba-b543-80410f260310,CUST_00381,dfc118b1-551c-4b5c-96bb-3d17cf7014db,2025-08-11 08:18:14,scroll,product_detail,mobile,248,False
2f982e22-cdb0-404b-94f7-b7ac2f749f0a,CUST_00381,dfc118b1-551c-4b5c-96bb-3d17cf7014db,2025-08-11 08:19:56,add_to_cart,cart,mobile,248,False
2f72fba2-594b-431a-8369-334d1b509e26,CUST_01096,c902c1b8-bdb5-4d13-a735-605c1f5b348b,2025-08-11 08:29:48,page_view,home,tablet,132,False
3b68364c-a51b-4afc-8dc2-5f6b27fa84a7,CUST_01096,c902c1b8-bdb5-4d13-a735-605c1f5b348b,2025-08-11 08:31:01,click,product_listing,tablet,132,False
ab4268a7-6442-44ba-bce3-bec7589d9ba4,CUST_01096,c902c1b8-bdb5-4d13-a735-605c1f5b348b,2025-08-11 08:31:08,page_view,product_detail,tablet,132,False
d7e3c46a-56f0-4a90-b343-5735303919a9,CUST_01096,c902c1b8-bdb5-4d13-a735-605c1f5b348b,2025-08-11 08:32:00,click,product_detail,tablet,132,False
9715bd66-853b-43c3-9032-da17675bc091,CUST_01105,4aed6029-401a-40d9-aac5-caa818593390,2025-08-11 08:58:48,page_view,home,mobile,329,False
88882ddc-a143-4eed-9ed8-a18f6c1729e2,CUST_01105,4aed6029-401a-40d9-aac5-caa818593390,2025-08-11 09:00:21,click,product_listing,mobile,329,False
a3f28336-cda7-4738-887c-6615fb59a881,CUST_01105,4aed6029-401a-40d9-aac5-caa818593390,2025-08-11 09:02:14,click,product_listing,mobile,329,False
f9726238-b5a3-4d5c-b179-8917718a1049,CUST_01105,4aed6029-401a-40d9-aac5-caa818593390,2025-08-11 09:04:01,scroll,product_detail,mobile,329,False
0379c4fc-a404-4c44-806d-dee2a917f0c6,CUST_01105,4aed6029-401a-40d9-aac5-caa818593390,2025-08-11 09:04:17,scroll,product_detail,mobile,329,False
53525ae0-f3dd-4222-9f70-a4ba9917baf4,CUST_00848,0282ff1e-2b1b-4589-bc62-b7f72df2f9f1,2025-08-11 09:07:48,page_view,home,desktop,100,False
06f2e169-440c-44d2-bc39-d83432a9fb05,CUST_00848,0282ff1e-2b1b-4589-bc62-b7f72df2f9f1,2025-08-11 09:09:28,form_submit,account,desktop,100,False
9969d5e9-0656-46c2-8d50-1ae56e17620d,CUST_00346,8dd32473-bd0b-43c4-96d5-ad55dff43183,2025-08-11 09:22:48,page_view,home,mobile,54,False
c86e444d-5f5d-4658-9f90-610ec069f305,CUST_01127,78059888-228d-4cc4-8a74-fe48b30c3824,2025-08-11 09:40:48,page_view,home,mobile,87,False
47a1d46d-203d-4794-80ff-138c770e7f80,CUST_01127,78059888-228d-4cc4-8a74-fe48b30c3824,2025-08-11 09:42:15,scroll,product_listing,mobile,87,False
024b3b3f-c903-4c70-bad0-517f92fbc5bc,CUST_01068,2cf66c64-e560-4b58-b3b7-ff0efe296448,2025-08-11 09:55:48,page_view,home,mobile,89,False
6b83ee8c-7841-48f0-aa8d-ca318a5ebc92,CUST_01068,2cf66c64-e560-4b58-b3b7-ff0efe296448,2025-08-11 09:57:17,search,search_results,mobile,89,False
5afee7fe-190b-4b86-b1e0-fce7c74157b2,CUST_01479,7ec35efa-60c2-41d4-86c2-26715eb2a528,2025-08-11 10:26:48,page_view,home,desktop,125,False
e10dd8ca-9166-4352-97db-17b9b5b0f264,CUST_01479,7ec35efa-60c2-41d4-86c2-26715eb2a528,2025-08-11 10:27:27,scroll,product_listing,desktop,125,False
9d6cc2f9-420b-4fe5-816a-816fc64bed06,CUST_00122,1ed66b78-4751-4e5f-ad30-c3d4cf671262,2025-08-11 10:27:48,page_view,home,tablet,250,True
99df97c9-478d-4303-89c3-cdf0cf3e656e,CUST_01479,7ec35efa-60c2-41d4-86c2-26715eb2a528,2025-08-11 10:28:53,click,product_listing,desktop,125,False
6fa02dbf-c78f-40a8-ae53-1adef4b3cf51,CUST_00122,1ed66b78-4751-4e5f-ad30-c3d4cf671262,2025-08-11 10:29:44,click,product_listing,tablet,250,True
d43d4ae8-1fb7-476a-a722-d488639daf4e,CUST_00122,1ed66b78-4751-4e5f-ad30-c3d4cf671262,2025-08-11 10:30:00,scroll,product_detail,tablet,250,True
0f2b9ab8-6739-442b-9e4c-da94f4b2f633,CUST_00122,1ed66b78-4751-4e5f-ad30-c3d4cf671262,2025-08-11 10:30:51,click,product_detail,tablet,250,True
8d29d7cd-071e-4310-a01c-807071601e91,CUST_00122,1ed66b78-4751-4e5f-ad30-c3d4cf671262,2025-08-11 10:31:06,add_to_cart,cart,tablet,250,True
6c2e3494-37b6-4c4a-8ad6-e4f0133a63a5,CUST_00122,1ed66b78-4751-4e5f-ad30-c3d4cf671262,2025-08-11 10:31:58,purchase,checkout,tablet,250,True
33d707ee-827c-4e1d-8bde-15d7d704d4fa,CUST_01112,c2aa785c-b698-4cdb-b8ec-f4c75020964d,2025-08-11 11:08:48,page_view,home,mobile,283,False
e6d771a4-22dd-431c-84cd-005478a973a2,CUST_01112,c2aa785c-b698-4cdb-b8ec-f4c75020964d,2025-08-11 11:10:36,scroll,product_listing,mobile,283,False
dfeaeadc-14de-41c5-8685-63efc1eee2b4,CUST_01112,c2aa785c-b698-4cdb-b8ec-f4c75020964d,2025-08-11 11:12:05,click,product_detail,mobile,283,False
5d6b0794-ba50-40bf-9d78-91fab88d517c,CUST_01112,c2aa785c-b698-4cdb-b8ec-f4c75020964d,2025-08-11 11:13:31,add_to_cart,cart,mobile,283,False
f38b78eb-2b70-494b-8944-629ac276481c,CUST_00465,cd6c6761-ea05-4015-b7db-373dd252ac69,2025-08-11 12:08:48,page_view,home,desktop,47,False
c0a5c909-6814-4691-9c46-236d163fed2a,CUST_00742,d7fef2fd-bb8d-4cb0-a690-f99de0c226bf,2025-08-11 13:07:48,form_submit,account,tablet,15,False
2959fdf0-f7be-4233-8a27-cf89f90eef55,CUST_00169,25bad732-9be0-44f4-bfcb-36fc9113ee1a,2025-08-11 14:02:48,form_submit,account,mobile,42,False
6857680d-f759-4941-998d-bc079d776f4f,CUST_01439,2f0002a5-4867-441d-8127-aa13be1fd19d,2025-08-11 19:13:48,form_submit,account,mobile,17,False
c11d8955-a5dd-4156-b6a9-bc115e641190,CUST_01456,0c2d18eb-3605-4725-8bca-15d3d27f0fc7,2025-08-11 19:59:48,page_view,account,desktop,39,False
c1d4fe4d-5f19-43ed-99a4-8c2c168ca9a8,CUST_01108,eeee274c-8cec-4266-ace2-ac889e1b15f0,2025-08-11 20:08:48,page_view,home,mobile,36,False
6af87195-087e-4666-a485-6154ffa5d5af,CUST_01108,eeee274c-8cec-4266-ace2-ac889e1b15f0,2025-08-11 20:09:24,search,search_results,mobile,36,False
9d277bc7-886e-49ba-9567-3a0392780cb1,CUST_00094,4839bb93-896f-4257-b481-4f4412300233,2025-08-11 20:28:48,page_view,home,mobile,299,False
bf72b6c0-ce64-4a2f-9ec2-9ad189c0a9da,CUST_00094,4839bb93-896f-4257-b481-4f4412300233,2025-08-11 20:30:02,page_view,product_listing,mobile,299,False
d6b76b5d-24b4-427a-a69b-c90922bbfe74,CUST_00959,fa2916a8-0c2d-412e-a15f-f566f5731f79,2025-08-11 20:30:48,page_view,home,mobile,175,False
bb8e6fa3-c683-43ea-a83a-cfe0257dd072,CUST_00959,fa2916a8-0c2d-412e-a15f-f566f5731f79,2025-08-11 20:31:01,scroll,product_listing,mobile,175,False
89e4b6c2-ebe1-4e19-9ab3-93f2ea01d67c,CUST_00094,4839bb93-896f-4257-b481-4f4412300233,2025-08-11 20:32:01,page_view,product_listing,mobile,299,False
bd9ae011-92a3-4bbd-bc52-78c36fa351fe,CUST_00959,fa2916a8-0c2d-412e-a15f-f566f5731f79,2025-08-11 20:32:45,click,product_listing,mobile,175,False
fd603f56-c1c1-40d1-acc6-26cc43c86487,CUST_00094,4839bb93-896f-4257-b481-4f4412300233,2025-08-11 20:33:06,page_view,product_detail,mobile,299,False
890e68f2-02dc-4b5d-b458-81561f2b099d,CUST_00959,fa2916a8-0c2d-412e-a15f-f566f5731f79,2025-08-11 20:33:20,scroll,product_detail,mobile,175,False
2da5d5f3-b213-442b-9530-b49be95d646d,CUST_00959,fa2916a8-0c2d-412e-a15f-f566f5731f79,2025-08-11 20:33:43,scroll,product_detail,mobile,175,False
8c73f31d-275a-4510-ae93-f643863cd016,CUST_00094,4839bb93-896f-4257-b481-4f4412300233,2025-08-11 20:33:47,add_to_cart,cart,mobile,299,False
2705bed5-ad2f-4b0c-979c-1351bd0ac7e3,CUST_00210,d10fb7c9-6cb7-48d9-9b95-42812e2be872,2025-08-11 21:48:48,page_view,home,desktop,73,False
933f7fa4-ba1d-4c4a-a7d6-1dfe60e29693,CUST_00210,d10fb7c9-6cb7-48d9-9b95-42812e2be872,2025-08-11 21:48:54,scroll,product_listing,desktop,73,False
08067ea9-3265-4e26-a8aa-5e1ffcdb405b,CUST_00210,d10fb7c9-6cb7-48d9-9b95-42812e2be872,2025-08-11 21:50:01,click,product_detail,desktop,73,False
aa27441d-0baf-4781-b210-07d0d0bfbc75,CUST_00971,f8ab5143-1c3d-4ed6-907e-082835ccb4e6,2025-08-11 22:02:48,page_view,home,desktop,153,False
1d29efa7-c9a3-4b0d-8df1-ae4f5b67c8f8,CUST_00971,f8ab5143-1c3d-4ed6-907e-082835ccb4e6,2025-08-11 22:04:06,page_view,product_listing,desktop,153,False
095a0703-338d-41d9-b458-90e63aa0b6a5,CUST_00971,f8ab5143-1c3d-4ed6-907e-082835ccb4e6,2025-08-11 22:04:58,click,product_detail,desktop,153,False
0f8c851e-dc71-4e3f-b0b9-4f1588f4b854,CUST_00971,f8ab5143-1c3d-4ed6-907e-082835ccb4e6,2025-08-11 22:05:21,scroll,product_detail,desktop,153,False
fd1a3083-55bd-4c5d-8c53-4e497e690198,CUST_00686,e987bab6-8744-4a1f-adb1-f5234d8ac8a3,2025-08-12 00:48:48,page_view,home,desktop,296,False
1bb59518-dfed-4714-a460-f3f64c855eb8,CUST_00686,e987bab6-8744-4a1f-adb1-f5234d8ac8a3,2025-08-12 00:49:33,page_view,product_listing,desktop,296,False
ffa04390-e5f6-4c46-986d-1a7360f836ba,CUST_00686,e987bab6-8744-4a1f-adb1-f5234d8ac8a3,2025-08-12 00:51:28,click,product_listing,desktop,296,False
68fd003c-3b1b-46ed-8ead-3e82e87b9886,CUST_00686,e987bab6-8744-4a1f-adb1-f5234d8ac8a3,2025-08-12 00:53:15,page_view,product_detail,desktop,296,False
a8048b1e-a528-493b-9ba4-ed3f127c2c7b,CUST_00686,e987bab6-8744-4a1f-adb1-f5234d8ac8a3,2025-08-12 00:53:44,add_to_cart,cart,desktop,296,False
36312ba7-b1bd-44e9-9bb0-daf87cdd4d0a,CUST_00936,2a0b53cc-3d02-4874-a722-782ed2856d8f,2025-08-12 01:03:48,page_view,home,mobile,38,False
aa56da64-db6d-4f30-85bf-d1b6d27cfcd8,CUST_00936,2a0b53cc-3d02-4874-a722-782ed2856d8f,2025-08-12 01:04:26,form_submit,account,mobile,38,False
c2e976ef-4b5b-4394-8019-ed84ff65ef67,CUST_00715,27ab7980-383a-4bc3-af32-58a08c1490a7,2025-08-12 01:49:48,page_view,home,mobile,312,False
394fd949-6f11-4b1e-9247-196fef6f3bf8,CUST_00715,27ab7980-383a-4bc3-af32-58a08c1490a7,2025-08-12 01:51:34,search,search_results,mobile,312,False
e5304a6b-1269-4e97-925b-1c7d8570c4f9,CUST_00715,27ab7980-383a-4bc3-af32-58a08c1490a7,2025-08-12 01:53:22,scroll,product_detail,mobile,312,False
6c098d51-8dc0-42e3-8588-b4836ef50e61,CUST_00715,27ab7980-383a-4bc3-af32-58a08c1490a7,2025-08-12 01:54:49,page_view,product_detail,mobile,312,False
084d78cf-3a8a-4260-a844-a10bb962a6f3,CUST_00715,27ab7980-383a-4bc3-af32-58a08c1490a7,2025-08-12 01:55:00,add_to_cart,cart,mobile,312,False
af93c7a7-1010-4aea-a92f-67469f5fbe32,CUST_00566,20645836-4428-4c7f-963d-f640603bf136,2025-08-12 02:35:48,form_submit,account,mobile,41,False
fa8647ba-47bd-4be0-9c90-4efa5e6c9ba1,CUST_01458,e2998b91-d502-4e9f-b78c-1332794cf800,2025-08-12 03:19:48,page_view,account,desktop,46,False
b65025ae-898e-42d4-ba61-ab3ba99b3e20,CUST_01098,d43fc82c-1e43-4aa4-998d-a1aa8fa0cb10,2025-08-12 03:52:48,page_view,home,mobile,237,True
69205ccd-2ad0-43df-abbd-258b0b922d40,CUST_01098,d43fc82c-1e43-4aa4-998d-a1aa8fa0cb10,2025-08-12 03:54:27,page_view,product_listing,mobile,237,True
4bb0076f-61f6-4f65-9da5-ccbf827b44b0,CUST_01098,d43fc82c-1e43-4aa4-998d-a1aa8fa0cb10,2025-08-12 03:55:53,page_view,product_detail,mobile,237,True
b613ba61-0bdb-4ca0-8d2f-cdb51d213980,CUST_01098,d43fc82c-1e43-4aa4-998d-a1aa8fa0cb10,2025-08-12 03:56:16,click,product_detail,mobile,237,True
ed947f0d-2219-4e86-8f06-106113b43261,CUST_01098,d43fc82c-1e43-4aa4-998d-a1aa8fa0cb10,2025-08-12 03:56:38,add_to_cart,cart,mobile,237,True
f137527f-f945-4a44-b126-929a52eb6a7f,CUST_01098,d43fc82c-1e43-4aa4-998d-a1aa8fa0cb10,2025-08-12 03:56:45,purchase,checkout,mobile,237,True
522f47c9-7893-457a-8400-bb34980127be,CUST_00220,779a2524-0b00-4c6f-a9cc-afd958bcb130,2025-08-12 03:56:48,page_view,home,mobile,174,False
9db7793f-6f04-48a0-890e-ba6fe836f45f,CUST_00220,779a2524-0b00-4c6f-a9cc-afd958bcb130,2025-08-12 03:58:14,search,search_results,mobile,174,False
af3da974-4d09-4a63-a4b1-b91def3eb8c4,CUST_00220,779a2524-0b00-4c6f-a9cc-afd958bcb130,2025-08-12 03:58:26,click,product_detail,mobile,174,False
f29dc6a7-23b3-4ce0-8848-06349ee176ac,CUST_00220,779a2524-0b00-4c6f-a9cc-afd958bcb130,2025-08-12 03:59:42,add_to_cart,cart,mobile,174,False
819eb18c-bea6-473f-bfc7-ddc5b96d6f48,CUST_00099,069043f1-9956-4d28-87b4-c8a243177ad4,2025-08-12 04:14:48,page_view,home,mobile,356,False
11c8ee04-5cef-4b67-93c5-382a3cf68490,CUST_00099,069043f1-9956-4d28-87b4-c8a243177ad4,2025-08-12 04:16:29,search,search_results,mobile,356,False
c253ace6-65d7-4287-985e-a6e43e346707,CUST_00099,069043f1-9956-4d28-87b4-c8a243177ad4,2025-08-12 04:17:35,page_view,product_detail,mobile,356,False
3542de1e-b30d-4918-9f57-c05286575457,CUST_00099,069043f1-9956-4d28-87b4-c8a243177ad4,2025-08-12 04:19:09,scroll,product_detail,mobile,356,False
2315a6a8-f5ec-4705-85a2-c7a00e57c547,CUST_00099,069043f1-9956-4d28-87b4-c8a243177ad4,2025-08-12 04:20:44,add_to_cart,cart,mobile,356,False
cbfa32db-850b-4488-99a7-3641de85c40e,CUST_00981,1f8edfe6-037b-4ff5-ba02-d09d1f2a0163,2025-08-12 05:21:48,page_view,home,mobile,274,False
e51ee945-e8e3-4c57-bbb5-8c591fff039d,CUST_00981,1f8edfe6-037b-4ff5-ba02-d09d1f2a0163,2025-08-12 05:22:07,click,product_listing,mobile,274,False
26635dcf-f8ba-4115-99ff-972cf05c7790,CUST_00981,1f8edfe6-037b-4ff5-ba02-d09d1f2a0163,2025-08-12 05:22:36,scroll,product_detail,mobile,274,False
da9f7d8e-83ee-413a-89f9-a825b43aa20b,CUST_00395,2bf8a243-6eb7-47f7-8583-43a369a6215a,2025-08-12 05:22:48,page_view,home,desktop,155,False
e7c24b31-82c7-4373-a2e1-304cac52e0f4,CUST_00395,2bf8a243-6eb7-47f7-8583-43a369a6215a,2025-08-12 05:23:55,click,product_listing,desktop,155,False
de8f0e0e-0ed5-4792-aa96-6c0400195b75,CUST_00395,2bf8a243-6eb7-47f7-8583-43a369a6215a,2025-08-12 05:24:08,page_view,product_listing,desktop,155,False
b73a0860-c1d8-4abb-bff5-1d13087c2790,CUST_00981,1f8edfe6-037b-4ff5-ba02-d09d1f2a0163,2025-08-12 05:24:26,scroll,product_detail,mobile,274,False
5106ce7d-6eeb-40fb-8e05-f42b0d94848c,CUST_00395,2bf8a243-6eb7-47f7-8583-43a369a6215a,2025-08-12 05:25:23,scroll,product_detail,desktop,155,False
ed116c91-c083-43c2-9537-85d158d8fff4,CUST_01361,b7b60bc1-df4d-4f02-850c-c1d2d248a1c2,2025-08-12 05:25:48,page_view,home,mobile,120,False
c7286a2f-08d1-42d6-918e-cfaf15f2ed8f,CUST_00981,1f8edfe6-037b-4ff5-ba02-d09d1f2a0163,2025-08-12 05:26:22,add_to_cart,cart,mobile,274,False
c60b7a81-bd8c-4856-bd51-e49b6864d7ab,CUST_01361,b7b60bc1-df4d-4f02-850c-c1d2d248a1c2,2025-08-12 05:27:48,search,search_results,mobile,120,False
fc4c9b54-1a9f-460c-aa54-d351fcbbaeca,CUST_00836,eac5ad93-8de6-4c70-ab05-d663a00760c4,2025-08-12 05:43:48,form_submit,account,mobile,20,False
96de85ff-30c9-4409-b4da-a34c4060e2a4,CUST_01078,73018ef3-f945-44b5-8a2d-cfefe1040498,2025-08-12 06:22:48,page_view,home,mobile,336,False
0c4f8619-bc8a-4c0d-8332-a10627067c30,CUST_01078,73018ef3-f945-44b5-8a2d-cfefe1040498,2025-08-12 06:24:36,click,product_listing,mobile,336,False
9b99b92e-c287-41e4-9ed2-62c13e057d7c,CUST_01078,73018ef3-f945-44b5-8a2d-cfefe1040498,2025-08-12 06:26:35,scroll,product_listing,mobile,336,False
f30b382b-30d5-4132-97c5-c54a728d86da,CUST_01078,73018ef3-f945-44b5-8a2d-cfefe1040498,2025-08-12 06:28:24,page_view,product_detail,mobile,336,False
78349b5c-abaa-404d-bd68-69246458ecd1,CUST_00833,2afcb295-4b99-41ab-b963-e798f00ee53c,2025-08-12 06:35:48,page_view,home,mobile,67,False
c047fc06-532a-401d-b326-e1eb18a6c5e7,CUST_00833,2afcb295-4b99-41ab-b963-e798f00ee53c,2025-08-12 06:36:55,form_submit,account,mobile,67,False
1c304506-6b26-4cac-9804-525ee213315a,CUST_00107,57dcdfc6-9b2a-4958-a97e-50920ca1005d,2025-08-12 06:41:48,page_view,home,mobile,300,False
7cbbd3aa-bf34-40bb-81a7-927ad399437d,CUST_00107,57dcdfc6-9b2a-4958-a97e-50920ca1005d,2025-08-12 06:43:04,search,search_results,mobile,300,False
ae3f8d7b-dc47-428b-9d7c-da3e322d0f4c,CUST_01102,2aaddf32-3300-4906-b16b-86bd477d2000,2025-08-12 06:43:48,page_view,home,desktop,178,False
b8376264-81fe-4ae7-9bcf-fffb160f01ef,CUST_01102,2aaddf32-3300-4906-b16b-86bd477d2000,2025-08-12 06:44:44,page_view,product_listing,desktop,178,False
4bb8bfea-e8f2-45f2-ada7-86fcb17795e5,CUST_00107,57dcdfc6-9b2a-4958-a97e-50920ca1005d,2025-08-12 06:45:04,page_view,product_detail,mobile,300,False
c4f8aea2-0583-4ac7-afad-c37edc615e84,CUST_01102,2aaddf32-3300-4906-b16b-86bd477d2000,2025-08-12 06:45:05,page_view,product_listing,desktop,178,False
9562b3e1-a5bb-47df-970f-9b462b35ec36,CUST_01102,2aaddf32-3300-4906-b16b-86bd477d2000,2025-08-12 06:45:55,page_view,product_detail,desktop,178,False
c97edbeb-9efd-41f7-9665-5c2a7d96f982,CUST_00107,57dcdfc6-9b2a-4958-a97e-50920ca1005d,2025-08-12 06:46:22,scroll,product_detail,mobile,300,False
e312c607-0c21-459c-8858-904e9dbf561b,CUST_01102,2aaddf32-3300-4906-b16b-86bd477d2000,2025-08-12 06:46:46,scroll,product_detail,desktop,178,False
9f741fab-d0cb-421d-a4f2-a0f6a97e8e9b,CUST_00107,57dcdfc6-9b2a-4958-a97e-50920ca1005d,2025-08-12 06:46:48,add_to_cart,cart,mobile,300,False
89b9a735-fae5-4d6f-84f5-07e24dcc2f28,CUST_01498,a1574035-fc21-4f22-ac1c-80dcd6462719,2025-08-12 08:53:48,form_submit,account,desktop,35,False
3ff3ffe1-ca16-4f10-bf92-92a408d74432,CUST_00781,26700ef7-41b8-4266-b2b0-0dddce2ce7c2,2025-08-12 09:03:48,page_view,home,mobile,159,False
471d90a1-3c4d-423e-80f0-e24fd55ef131,CUST_00781,26700ef7-41b8-4266-b2b0-0dddce2ce7c2,2025-08-12 09:04:16,page_view,product_listing,mobile,159,False
1a7cd4c3-7615-482d-a490-c13788a18ba3,CUST_00781,26700ef7-41b8-4266-b2b0-0dddce2ce7c2,2025-08-12 09:05:41,click,product_listing,mobile,159,False
